,Symbol,2021,2020,2019,2018,2017,2016
60,BAC,0.78,0.72,0.66,0.54,0.39,0.25
61,BBWI.K,,0.3,1.2,2.4,2.4,4.4
62,BAX,,0.955,0.85,0.73,0.58,0.49
63,BDX,,3.32,3.16,3.08,3.0,2.92
64,WRB,,0.31333,0.65333,0.92889,0.68889,0.67111
65,BRKb,0,0,0,0,0,0
66,BBY,2.8,2.2,2.0,1.8,1.36,1.57
67,BIO,0,0,0,0,,0
68,TECH.O,1.28,1.28,1.28,1.28,1.28,1.28
69,BIIB.O,0,0,0,0,0,0
70,BLK,16.52,14.52,13.2,12.02,10.0,9.16
71,BK,1.3,1.24,1.18,1.04,0.86,0.72
72,BA,0.0,2.055,8.22,6.84,5.68,4.36
73,BKNG.O,0,0,0,0,0,0
74,BWA,0.68,0.68,0.68,0.68,0.59,0.53
75,BXP,3.92,3.92,3.83,3.5,3.05,2.7
76,BSX,0,0,0,0,0,0
77,BMY,,1.8,1.68,1.6,1.57,1.53
78,AVGO.O,14.4,13.0,10.6,7.0,4.08,1.94
79,BR,2.56,2.3,2.16,1.94,1.46,1.46
80,BRO,0.38,0.348,0.325,0.305,0.28,0.25
81,BFb,1.736,0.708,0.68,0.648,1.61,0.564
82,CHRW.O,2.08,2.04,2.0,1.88,1.81,1.74
83,CDNS.O,0,0,0,0,,0
84,CZR.O,0,0,0,0,0,0
85,CPT,3.32,3.32,3.2,3.08,3.0,7.25
86,CPB,,1.46,1.4,1.4,1.4,1.4
87,COF,2.6,1.0,1.6,1.6,1.6,1.6
88,CAH,1.98,1.95,1.929,1.91,1.86,1.81
89,KMX,0,0,0,0,0,0
90,CCL,,0.5,2.0,1.95,1.6,1.35
91,CARR.K,0.48,0.28,,,,
92,CTLT.K,0,0,0,0,0,0
93,CAT,4.28,4.12,3.78,3.36,3.11,3.08
94,CBOE.K,1.8,1.56,1.34,1.16,1.04,0.96
95,CBRE.K,0,0,0,0,0,0
96,CDW.O,1.69,1.56,1.265,0.925,0.69,0.484
97,CE,,2.48,2.4,2.08,1.74,1.38
98,CNC,0,0,,0,0,0
99,CNP,0.65,0.74,1.15,1.112,1.07,1.03
100,CDAY.K,0,0,0,,,
101,CF,1.2,1.2,1.2,1.2,1.2,1.2
102,CRL,0,0,0,0,0,0
103,SCHW.K,0.72,0.72,0.68,0.46,0.32,0.27
104,CHTR.O,0,0,0,0,0,0
105,CVX,5.31,5.16,4.76,4.48,4.32,4.29
106,CMG,0,0,0,0,0,0
107,CB,,3.09,2.98,2.92,2.82,2.74
108,CHD,1.01,0.96,0.91,0.87,0.76,0.71
109,CI,4.0,0.04,0.04,0.04,0.04,0.04
110,CINF.O,2.52,2.4,2.24,2.12,2.5,1.92
111,CTAS.O,3.8,5.01,2.55,2.05,1.62,1.33
112,CSCO.O,1.5,1.46,1.42,1.34,1.24,1.1
113,C,2.04,2.04,1.92,1.54,0.96,0.42
114,CFG,1.56,1.56,1.36,0.98,0.64,0.46
115,CLX,4.66,4.44,4.24,3.84,3.48,3.2
116,CME.O,,5.9,5.5,2.8,6.14,5.65
117,CMS,1.84,1.63,1.532,1.43,1.332,1.24
118,KO,1.68,1.64,1.6,1.56,1.48,1.4
119,CTSH.O,0.96,0.88,0.8,0.8,0.45,0.0
120,CL,1.79,1.75,1.71,1.66,1.6,1.55
121,CMCSA.O,1.0,0.92,0.84,0.84,0.63,0.55
122,CMA,2.72,2.72,2.68,1.84,1.09,0.89
123,CAG,1.24,0.976,0.852,0.85,0.846,0.9
124,COP,1.75,1.69,1.335,1.16,1.06,1.0
125,ED,3.1,3.06,2.96,2.86,2.76,2.68
126,STZ,3.04,3.0,3.0,2.96,2.08,1.6
127,CEG.O,,,,,,
128,COO,0.06,0.06,0.06,0.06,0.06,0.06
129,CPRT.O,,,,,,
130,GLW,0.96,0.88,0.8,0.72,0.62,0.54
131,CTVA.K,0.54,0.52,0.26,,,
132,CSGP.O,0,0,0,0,0,0
133,COST.O,,2.98,2.7,2.44,2.14,1.9
134,CTRA.K,1.12,0.4,0.36,0.25,0.17,0.08
135,CCI,5.46,4.93,4.575,4.275,3.9,3.605
136,CSX.O,0.559,0.34667,0.32,0.29333,0.26,0.24
137,CMI,5.6,5.283,4.9,4.44,4.21,4.0
138,CVS,2.0,2.0,2.0,2.0,2.0,1.7
139,DHI,,0.8,0.7,0.6,0.5,0.4
140,DHR,0.84,0.72,0.68,0.64,0.56,0.58
141,DRI,4.18,1.55,2.64,3.0,2.52,2.24
142,DVA,,0,0,0,0,0
143,DE,3.61,3.04,3.04,2.49,2.4,2.4
144,DAL,0.0,0.403,1.51,1.31,1.02,0.675
145,XRAY.O,0.43,0.4,0.364,0.352,0.35,0.31
146,DVN,1.97,0.44,0.35,0.3,0.24,0.42
147,DXCM.O,0,0,0,0,0,
148,FANG.O,1.95,1.525,0.93,0.5,0.0,0.0
149,DLR,4.64,4.48,4.32,4.04,3.72,3.52
150,DFS,1.88,1.76,1.68,1.5,1.3,1.16
151,DISH.O,0,0,0,0,0,0
152,DIS,0.0,0.0,0.88,1.76,1.68,1.56
153,DG,1.68,1.44,1.28,1.16,1.04,1.0
154,DLTR.O,0,0,0,0,0,0
155,D,2.52,3.45,3.672,3.34,3.06,2.8
156,DPZ,3.76,3.28,2.6,2.2,1.84,1.52
157,DOV,1.99,1.97,1.94,1.9,1.82,1.72
158,DOW,2.8,2.8,2.1,,,
159,DTE,3.88,4.12,3.78,3.6,3.36,3.06
160,DUK,,3.82,3.75,3.635,3.49,3.36
161,DD,1.2,1.2,2.16,4.56,5.28,
162,DXC,,0.0,0.84,0.76,0.72,0.56
163,EMN,,2.64,2.48,2.3,2.09,1.89
164,ETN,3.04,2.92,2.819,2.64,2.4,2.28
165,EBAY.O,0.76,0.64,0.56,0.0,0.0,0.0
166,ECL,1.92,1.88,1.84,1.639,1.52,1.42
167,EIX,2.68,2.575,2.452,2.428,2.233,1.983
168,EW,0,0,0,0,0,0
169,EA.O,0.68,0.51,0.0,0.0,0.0,0.0
170,ELV,4.52,3.8,3.2,3.0,2.7,2.6
171,LLY,3.4,2.96,2.58,2.25,2.08,2.04
172,EMR,2.06,2.03,2.0,1.96,1.94,1.92
173,ENPH.O,0,0,0,,,0
174,ETR,3.86,3.76,3.66,3.58,3.5,3.42
175,EOG,4.987,1.415,1.08,0.81,0.67,0.67
176,EPAM.K,0,0,0,0,0,0
177,EQT,0.0,0.03,0.12,0.12,0.12,0.12
178,EFX,1.56,1.56,1.56,1.56,1.56,1.32
179,EQIX.O,,10.64,9.84,9.12,8.0,7.0
180,EQR,2.41,2.41,2.274,2.16,2.015,13.015
181,ESS,8.36,8.31,7.8,7.44,7.0,6.4
182,EL,2.33,2.07,1.39,1.67,1.48,1.32
183,ETSY.O,0,0,0,0,0,0
184,RE,6.2,6.2,5.75,5.3,5.05,4.7
185,EVRG.K,2.18,2.06,1.96,1.735,1.6,1.52
186,ES,2.41,2.272,2.14,2.02,1.9,1.78
187,EXC.O,1.53,1.52,1.45,1.38,1.308,1.264
188,EXPE.O,0.0,0.34,1.32,1.24,1.16,1.0
189,EXPD.O,1.16,1.04,1.0,0.9,0.84,0.8
190,EXR,4.5,3.6,3.56,3.36,3.12,2.93
191,XOM,3.49,3.48,3.43,3.23,3.06,2.98
192,FFIV.O,0,0,0,0,0,0
193,FDS,3.42,3.18,2.98,2.72,2.4,2.12
194,FAST.O,,1.4,0.88,0.77,0.64,0.6
195,FRT,4.26,4.24,4.14,4.04,3.96,3.84
196,FDX,3.0,2.6,2.6,2.6,2.0,1.6
197,FITB.O,1.14,1.08,0.94,0.74,0.6,0.53
198,FRC,0.86,0.79,0.75,0.71,0.67,0.63
199,FE,1.56,1.56,1.52,1.439,1.44,1.44
200,FIS,1.56,1.4,1.4,1.28,1.16,1.04
201,FISV.O,0,0,0,0,0,0
202,FLT,,0,0,0,0,0
203,FMC,1.97,1.8,1.64,0.9,0.66,0.66
204,F,0.1,0.15,0.6,0.73,0.65,0.85
205,FTNT.O,0,0,0,0,0,0
206,FTV,0.28,0.28,0.28,0.28,0.28,0.14
207,FBHS.K,,0.96,0.9,0.8,0.74,0.66
208,FOXA.O,0.48,0.46,0.46,0.23,,
209,FOX.L,,,,,,
210,BEN,1.16,1.12,1.08,1.04,3.92,0.8
211,FCX,0.375,0.05,0.2,0.2,0.0,0.0
212,GRMN.K,2.28,2.44,2.24,2.12,2.04,2.04
213,IT,0,0,0,0,0,0
214,GNRC.K,0,0,0,0,0,0
215,GD,4.67,4.32,3.99,3.63,3.36,3.04
216,GE,0.32,0.32,0.32,2.96,6.72,7.44
217,GIS,2.04,2.02,1.96,1.96,1.96,1.92
218,GM,,0.38,1.52,1.52,1.52,1.52
219,GPC,3.26,3.16,3.05,2.88,2.7,2.63
220,GILD.O,2.84,2.72,2.52,2.28,2.08,1.84
221,GL,0.79,0.737,0.679,0.63,0.6,0.56
222,GPN,,0.78,0.225,0.04,0.04,
223,GS,6.5,5.0,4.15,3.15,2.9,2.6
224,HAL,0.18,0.33,0.72,0.72,0.72,0.72
225,HIG,1.44,1.3,1.2,1.1,0.94,0.86
226,HAS.O,2.72,2.72,2.72,2.52,2.28,2.04
227,HCA,,0.43,1.6,1.4,0.0,0.0
228,PEAK.K,1.2,1.48,1.48,1.48,1.48,2.095
229,HSIC.O,0,0,0,0,0,0
230,HSY,3.41,3.154,2.98,2.756,2.548,2.402
231,HES,1,1,1,1,1,1
232,HPE,0.48,0.36,0.45,0.488,0.26,0.22
233,HLT,0.0,0.15,0.6,0.6,0.6,0.84
234,HOLX.O,0,0,0,0,0,0
235,HD,7.6,6.0,5.44,4.12,3.7,2.76
236,HON.O,3.77,3.63,3.36,3.055,2.74,2.45
237,HRL,0.98,0.93,0.84,0.75,0.68,0.58
238,HST.O,,0.2,0.85,0.85,0.85,0.85
239,HWM,0.04,0.02,0.12,0.24,0.24,0.36
240,HPQ,0.78,0.7,0.64,0.556,0.532,0.496
241,HUM,,2.5,2.2,2.0,1.6,1.16
242,HBAN.O,0.605,0.6,0.58,0.5,0.35,0.29
243,HII,4.6,4.12,3.61,3.02,2.52,2.1
244,IBM,6.55,6.51,6.43,6.21,5.9,5.5
245,IEX,2.12,2.0,2.0,1.66,1.45,1.34
246,IDXX.O,0,0,0,0,0,0
247,ITW,4.64,4.35,4.14,3.34,2.73,2.3
248,ILMN.O,0,0,,0,0,0
249,INCY.O,0,0,0,0,0,0
250,IR,0.02,0.0,0.0,0.0,0.0,
251,INTC.O,1.392,1.32,1.27,1.2,1.077,1.04
252,ICE,1.32,1.2,1.1,0.96,0.8,0.68
253,IP,2.002,2.04,2.01,1.925,1.863,1.783
254,IPG,1.08,1.02,0.94,0.84,0.72,0.6
255,IFF,3.12,3.06,2.96,2.84,2.66,2.4
256,INTU.O,2.72,2.36,2.12,1.88,1.56,1.36
257,ISRG.O,0,0,0,0,0,0
258,IVZ,0.665,0.79,1.24,1.19,1.15,1.11
259,INVH.K,0.68,0.6,0.52,0.44,0.22,0.0
260,IQV,0,0,0,0,0,0
261,IRM,2.474,2.478,2.45,2.37,2.27,2.043
262,JBHT.O,1.18,1.08,1.04,0.96,0.92,0.88
263,JKHY.O,1.9,1.78,1.66,1.54,1.36,1.18
264,J,0.82,0.74,0.68,0.6,0.6,0.0
265,JNJ,4.19,3.98,3.75,3.54,3.32,3.15
266,JCI,,,1.04,1.04,1.04,1.0
267,JPM,3.8,3.6,3.4,2.72,2.12,1.88
268,JNPR.K,0.8,0.8,0.76,0.72,0.4,0.4
269,K,2.31,2.28,2.26,2.2,2.12,2.04
270,KDP.O,0.713,0.6,0.6,0.3,2.32,2.12
271,KEY,0.75,0.74,0.71,0.565,0.38,0.33
272,KEYS.K,0,0,0,0,0,0
273,KMB,4.56,4.28,4.12,4.0,3.88,3.68
274,KIM,0.68,0.54,1.12,1.12,1.08,1.035
275,KMI,1.08,1.05,1.0,0.8,0.5,0.5
276,KLAC.O,4.2,3.6,3.35,3.0,2.52,2.14
277,KHC.O,1.6,1.6,1.6,2.5,2.46,2.35
278,KR,0.81,0.7,0.62,0.545,0.495,0.465
279,LHX,4.48,3.4,2.87,,,
280,LH,0,0,0,0,0,0
281,LRCX.O,6.0,5.2,4.6,4.4,2.55,1.65
282,LW,0.96,0.93,0.86,0.782,0.758,0.375
283,LVS,0.0,0.79,3.08,3.0,2.92,2.88
284,LDOS.K,1.4,1.36,1.32,1.28,1.28,1.28
285,LEN,1.0,0.625,0.16,0.16,0.16,0.16
286,LNC,1.71,1.64,1.51,1.32,1.2,1.04
287,LIN,4.24,3.85,3.5,3.299,3.15,3.0
288,LYV,0,0,0,0,0,0
289,LKQ.O,0.25,,,0.0,,
290,LMT,10.6,9.6,9.0,8.2,7.46,6.77
291,L,,,,0.24,0.25,0.25
292,LOW,3.0,2.3,2.13,1.85,1.58,1.33
293,LUMN.K,1.0,1.0,1.0,2.16,2.16,2.16
294,LYB,,4.2,4.15,4.0,3.55,3.33
295,MTB,4.5,4.4,4.1,3.55,3.0,2.8
296,MRO,0.22,0.08,0.2,0.2,0.2,0.2
297,MPC,,2.32,2.12,1.84,1.52,1.36
298,MKTX.O,2.64,2.4,2.04,1.68,1.32,1.04
299,MAR.O,0.0,0.48,1.85,1.56,1.29,1.15
300,MMC,2.0,1.84,1.74,1.58,1.43,1.3
301,MLM,2.36,2.24,2.06,1.84,1.72,1.64
302,MAS,0.845,0.545,0.495,0.435,0.41,0.39
303,MA,,1.6,1.32,1.0,0.88,0.76
304,MTCH.O,0,0,0,0,0,0
305,MKC,,1.27,1.14,1.04,0.94,0.86
306,MCD,5.25,5.04,4.73,4.19,4.04,3.61
307,MCK,1.83,1.67,1.62,1.51,1.3,1.12
308,MDT,2.52,2.32,2.16,2.0,1.84,1.72
309,MRK,,2.48,2.26,1.99,1.89,1.84
310,META.O,0,0,0,0,0,0
311,MET,1.9,1.82,1.74,1.66,1.6,1.575
312,MTD,0,0,0,0,0,0
313,MGM,0.01,0.158,0.52,0.48,0.44,0.0
314,MCHP.O,0.82,0.747,0.732,0.729,0.725,0.72
315,MU.O,,,0,0,0,0
316,MSFT.O,2.48,2.19,1.99,1.8,1.68,1.56
317,MAA,4.162,4.0,3.9,3.727,3.53,3.33
318,MRNA.O,0,0,0,0,,
319,MHK,,0,,0,0,0
320,MOH,0,0,0,0,0,0
321,TAP,0.68,0.57,1.96,1.64,1.64,1.64
322,MDLZ.O,,1.23,1.09,0.96,0.82,0.72
323,MPWR.O,,2.0,1.6,1.2,0.8,0.8
324,MNST.O,0,0,0,0,0,0
325,MCO,,2.24,2.0,1.76,1.52,1.48
326,MS,2.1,1.4,1.3,1.1,0.9,0.7
327,MOS,0.3,0.2,0.2,0.1,0.35,1.1
328,MSI,2.9,2.56,2.35,2.13,1.93,1.7
329,MSCI.K,3.64,2.92,2.52,1.92,1.32,1.0
330,NDAQ.O,0.70333,0.64667,0.61667,0.56667,0.48667,0.40333
331,NTAP.O,2.0,1.92,1.92,1.6,0.8,0.76
332,NFLX.O,0,0,0,0,0,0
333,NWL.O,0.92,0.92,0.92,0.92,0.88,0.76
334,NEM,2.2,1.45,0.56,0.56,0.25,0.125
335,NWSA.O,0.2,0.2,0.2,0.2,0.2,0.2
336,NWS.O,0.2,0.2,0.2,0.2,0.2,0.2
337,NEE,1.54,1.4,1.25,1.11,0.9825,0.87
338,NKE,1.19,1.07,0.955,0.86,0.78,0.7
339,NI,0.88,0.84,0.8,0.78,0.7,0.64
340,NDSN.O,1.68,1.53,1.43,1.25,1.11,0.99
341,NSC,4.16,3.76,3.6,3.04,2.44,2.36
342,NTRS.O,2.8,2.8,2.6,1.94,1.6,1.48
343,NOC,6.16,5.67,5.16,4.7,3.9,3.5
344,NLOK.O,0.5,0.5,0.4,0.3,0.3,0.3
345,NCLH.K,0,0,0,0,0,0
346,NRG,1.3,1.2,0.12,0.12,0.12,0.24
347,NUE,1.715,1.613,1.603,1.54,1.512,1.503
348,NVDA.O,,0.16,0.16,0.15,0.1425,0.12125
349,NVR,0,0,0,0,0,0
350,NXPI.O,2.25,1.5,1.25,0.5,0.0,0.0
351,ORLY.O,0,0,0,0,0,0
352,OXY,0.04,0.82,3.14,3.1,3.06,3.02
353,ODFL.O,0.8,0.6,0.45333,0.34667,0.26667,0.0
354,OMC,2.8,2.6,2.6,2.4,2.25,2.15
355,ON.O,0,0,0,0,0,0
356,OKE,3.74,3.74,3.53,3.245,2.72,2.46
357,ORCL.K,1.28,1.04,0.96,0.81,0.76,0.64
358,OGN,0.56,,,,,
359,OTIS.K,0.92,0.6,,,,
360,PCAR.O,2.84,1.98,3.58,3.09,2.19,1.56
361,PKG,4.0,3.37,3.16,3.0,2.36,2.28
362,PARA.O,0.96,0.96,0.78,0.72,0.72,0.66
363,PH,4.42,3.67,3.52,3.16,2.74,2.58
364,PAYX.O,2.77,2.48,2.48,2.3,2.06,1.84
365,PAYC.K,0,0,0,0,0,0
366,PYPL.O,0,0,0,0,0,0
367,PNR,0.8,0.76,0.72,1.05,1.38,1.34
368,PEP.O,4.248,4.015,3.8,3.59,3.17,2.96
369,PKI,0.28,0.28,0.28,0.28,0.28,0.28
370,PFE,1.57,1.52,1.44,1.36,1.28,1.2
371,PCG,0.0,0.0,0.0,0.0,1.55,1.93
372,PM,4.9,4.74,4.62,4.49,4.22,4.12
373,PSX,3.62,3.6,3.5,3.2,2.73,2.45
374,PNW,3.32,3.179,2.997,2.821,2.66,2.56
375,PXD,,2.2,1.2,0.32,0.08,0.08
376,PNC,4.9,4.6,4.2,3.4,2.6,2.12
377,POOL.O,2.98,2.29,2.1,1.72,1.42,1.19
378,PPG,2.26,2.1,1.98,1.86,1.7,1.56
379,PPL,1.66,1.66,1.65,1.64,1.58,1.52
380,PFG.O,2.44,2.24,2.18,2.1,1.87,1.61
381,PG,3.523,3.242,3.028,2.9,2.786,2.698
382,PGR,1.0,4.9,2.814,2.514,1.125,0.68
383,PLD,2.52,2.32,2.12,1.92,1.76,1.68
384,PRU,4.6,4.4,4.0,3.6,3.0,2.8
385,PEG,2.04,1.96,1.88,1.8,1.72,1.72
386,PTC.O,0,0,0,0,0,0
387,PSA,8.0,8.0,8.0,8.0,8.0,7.3
388,PHM,0.57,0.5,0.45,0.38,0.36,0.36
389,QRVO.O,0,0,0,0,0,0
390,PWR,0.25,0.2,0.17,0.0,0.0,0.0
391,QCOM.O,2.86,2.66,2.54,2.48,2.38,2.2
392,DGX,2.64,2.21,2.12,2.0,1.8,1.6
393,RL,2.75,0.0,2.75,2.5,2.0,2.0
394,RJF,1.36,1.04,0.98667,0.88,0.7,0.58667
395,RTX,2.005,2.16,2.94,2.835,2.72,2.62
396,O,2.833,2.794,2.711,2.631,2.527,2.392
397,REG.O,2.41,2.38,2.34,2.22,2.1,2.0
398,REGN.O,0,0,0,0,0,0
399,RF,0.65,0.62,0.59,0.46,0.32,0.255
400,RSG,1.77,1.66,1.56,1.44,1.33,1.24
401,RMD,1.68,1.56,1.56,1.5,1.4,1.32
402,RHI,,1.36,1.24,1.12,0.96,0.88
403,ROK,4.48,4.28,4.08,3.88,3.51,3.04
404,ROL,0.42,0.212,0.28333,0.31333,0.25778,0.17778
405,ROP,,2.04,1.902,1.65,1.4,1.2
406,ROST.O,1.14,0.0,1.02,0.9,0.64,0.54
407,RCL,0.0,0.78,2.96,2.6,2.16,1.71
408,SPGI.K,3.08,2.68,2.28,2.0,1.64,1.44
409,CRM,0,0,0,0,0,0
410,SBAC.O,2.32,1.86,0.835,0.0,0.0,0.0
411,SLB,0.5,0.89,2.0,2.0,2.0,2.0
412,STX.O,2.77,2.64,2.58,2.52,2.52,2.52
413,SEE,0.76,0.64,0.64,0.64,0.64,0.61
414,SRE,4.4,4.195,3.87,3.58,3.29,3.02
415,NOW,0,0,0,0,0,0
416,SHW,,1.78667,1.50667,1.14667,1.13333,1.12
417,SBNY.O,2.24,2.24,2.24,1.12,0.0,0.0
418,SPG,5.85,6.0,8.3,7.9,7.15,6.5
419,SWKS.O,2.3,2.06,1.82,1.58,1.34,1.2
420,SJM,3.4,3.6,3.4,3.33,3.12,3.0
421,SNA,5.11,4.47,3.93,3.41,2.95,2.54
422,SEDG.O,,0,0,0,0,
423,SO,2.62,2.54,2.46,2.38,2.3,2.222
424,LUV,0.0,0.18,0.72,0.605,0.475,0.375
425,SWK,2.98,2.78,2.7,2.58,2.42,2.26
426,SBUX.O,2.0,2.29,1.23,1.49,1.32,1.05
427,STT,2.18,2.08,1.98,1.78,1.6,1.44
428,STE,1.69,1.57,1.45,1.33,1.21,1.09
429,SYK,2.585,2.355,2.135,1.93,1.745,1.52
430,SIVB.O,,0,0,0,0,0
431,SYF,0.88,0.88,0.86,0.72,0.56,0.26
432,SNPS.O,0,0,0,0,0,0
433,SYY,1.9,1.82,1.68,1.53,1.41,1.3
434,TMUS.O,0,0,0,0,0,0
435,TROW.O,,3.6,3.04,2.8,2.28,2.16
436,TTWO.O,0,0,0,0,0,0
437,TPR,1.0,0.0,1.02,1.35,1.35,1.35
438,TRGP.K,0.65,1.21,3.64,3.64,3.64,3.64
439,TGT,3.38,2.7,2.62,2.54,2.44,2.32
440,TEL,,1.96,1.88,1.78,1.68,1.54
441,TDY,0,0,0,0,0,0
442,TFX,1.36,1.36,1.36,1.36,1.36,1.36
443,TER.O,0.4,0.4,0.36,0.36,0.28,0.24
444,TSLA.O,0,0,0,0,0,0
445,TXN.O,4.21,3.72,3.21,2.63,2.12,1.64
446,TXT,0.08,0.08,0.08,0.08,0.08,0.08
447,TMO,1.04,0.88,0.76,0.68,0.6,0.6
448,TJX,1.04,0.26,0.92,0.78,0.625,0.52
449,TSCO.O,2.08,1.5,1.36,1.2,1.05,0.92
450,TT,2.36,2.12,2.12,1.96,1.7,1.36
451,TDG,18.5,0.0,32.5,0.0,0.0,46.0
452,TRV,3.49,3.37,3.23,3.03,2.83,2.62
453,TRMB.O,0,,0,0,0,0
454,TFC,1.86,1.8,1.71,1.56,1.26,1.15
455,TYL,,,,,,
456,TSN,,1.805,1.725,1.5,1.275,0.975
457,USB,1.76,1.68,1.58,1.34,1.16,1.07
458,UDR,1.45,1.44,1.37,1.29,1.24,1.18
459,ULTA.O,0,0,0,0,0,0
460,UNP,4.29,3.88,3.7,3.06,2.48,2.255
461,UAL.O,0,0,0,0,0,0
462,UPS,4.08,4.04,3.84,3.64,3.32,3.12
463,URI,,0,0,0,0,0
464,UNH,5.6,4.83,4.14,3.45,2.88,2.375
465,UHS,0.8,0.2,0.6,0.4,0.4,0.4
466,VLO,3.92,3.92,3.6,3.2,2.8,2.4
467,VTR,1.8,2.143,3.172,3.16,3.115,2.965
468,VRSN.O,,0,0,0,0,0
469,VRSK.O,1.16,1.08,1.0,0.0,0.0,0.0
470,VZ,2.536,2.48,2.42,2.373,2.335,2.27
471,VRTX.O,0,0,0,0,0,0
472,VFC,1.98,1.94,1.9,1.94,1.72,
473,VTRS.O,,0,0,0,0,0
474,VICI.K,,1.26,1.168,0.998,0.0,
475,V,,1.28,1.2,1.0,0.88,0.69
476,VNO,2.12,2.38,2.64,2.52,2.62,2.52
477,VMC,1.48,1.36,1.24,1.12,1.0,0.8
478,WAB,0.48,0.48,0.48,0.48,0.44,0.36
479,WBA.O,1.914,1.88,1.85,1.778,1.64,1.525
480,WMT,2.2,2.16,2.12,2.09,2.04,2.0
481,WBD.O,0,0,0,0,0,0
482,WM,2.3,2.185,2.05,1.86,1.7,1.64
483,WAT,0,0,0,0,0,0
484,WEC,2.71,2.53,2.36,2.21,2.08,1.98
485,WFC,0.6,1.22,1.92,1.64,1.54,1.515
486,WELL.K,2.44,2.7,3.48,3.48,3.48,3.44
487,WST,0.69,0.65,0.62,0.57,0.54,0.5
488,WDC.O,0.0,0.0,1.5,2.0,2.0,2.0
489,WRK,,0.88,1.33,1.82,1.72,1.63
490,WY,1.18,0.51,1.36,1.32,1.25,1.24
491,WHR,5.45,4.85,4.75,4.55,4.3,3.9
492,WMB,,1.6,1.52,1.36,1.2,1.68
493,WTW.O,3.02,2.72,2.6,2.4,2.12,1.92
494,GWW,6.39,5.94,5.68,5.36,5.06,4.83
495,WYNN.O,0.0,1.0,3.75,2.75,2.002,2.0
496,XEL.O,1.83,1.72,1.64,1.52,1.44,1.36
497,XYL,1.14,1.04,0.96,0.84,0.72,0.62
